content,sentiment
"@_starbiola This Lagos State governor na green 🐍 snake in a green grass oooo, he is even deploying thugs to disrupt peaceful protest. God go shame them all
@Endsars
@Endpolicebrutality
@EndBadGovernance",negative
"@davido Please let's wish this lady well...her father is a police officer... +234 814 462 5744
@Endsars https://t.co/OxsCfAmLaP",neutral
@toolzdeyforyou Replying to @Endsars,neutral
@endsars Leadership is all about taken responsibilities not for one to take it as a privilege to enrich oneself,neutral
"@AdebolujoEmman1 @dark_cheezy @itsLaycon @brownskinhumble Guy forget icon or no icon lets face the reality, Nigeria can never be better. Not this protest @endsars @endpolicebrutality @endbadgovernance nor the ones in future can make it better. Notwithstanding all these i still protest just to fulfill all righteousness. It's too late.",negative
@dino_melaye Ohh.. Innocent bullets. I hope they're safe Sir. @dino_melaye @MBuhari @ProfOsinbajo @bukolasaraki @renoomokri @endsars,positive
If they want war we are ready @endsars #EndBadGoveranceInNigeria,positive
@oluwaphemmyade1 @ENDSARS,neutral
@AnonGeneralwire Yeah all the way bro @ENDSARS,neutral
@clementaustin7 @UGmanofficial Igwejohnson13    @endsars,neutral
"You get strong head, you get sense. You wan allow government play you pick 2, hold on and check mate. Abi you don’t know the game? Retweet @Endsars",negative
No be small tin oo @ENDSARS https://t.co/5tbhqhs6d1,negative
Exactly let go there @ENDSARS https://t.co/FLKdsmfwLI,positive
"@Nass Nope, still on progress. Our government are wicked and selfish. @endsars",negative
@pastorpoju The US had evolved somewhat from the barbaric behaviour of the 40’s and 50’s at that point.  The Govt had started to know that they were accountable to the people. Nigerian has a different culture and some things may not go the way that the US citizenry did.  @endSARS,neutral
@Endsars https://t.co/jlrXGziie6,neutral
"@MrAkinbosola @thazbalq Bro please you need to be home for now and let God put the enemy to shame, their plans will never prevail 

@endsars",neutral
This is him wicked man everywhere is bloody many lives lost........ this man must be jailed  @GossipMillNaija @TundeEddnut @itsLaycon @YourAnonCentral @YourAnonNews @official_derrek @Aremexthabest @endsars https://t.co/pBbCwUyS6Y,negative
"@Dannysajoo @fkabudu @_Glowri @EndSars @Ann0nym0z @MBuhari @instablog9ja There is power on social media, even though we are kept inside pls keep retweeting
#EndSARS 
#EndPoliceBrutality 
#EndBadGoveranceInNigeria 
#BetterNigeriaForAll",positive
@yourannoycentra @ENDSARS,neutral
@adamugarba @Johniky5 @jack It's seem convincedly @Mrjack refused to accept a secret condition against the people community and you was prompted with anger to issue legal suit against twitter App management. @adamugarba .The above statement required certificate scrutiny. @EndSars the people right,negative
@mbahdey4u @ENDSARS,neutral
"@EndSars We the youth will keep what we've started going. No Retreat No Surrender, until the government give us what we damanded EndSars End it Noww",neutral
"@jidesanwoolu @BBCBreaking @AJENews 
- look at this - an ordinary person handling a G3 gun against peaceful protesters?  

Is this not more than meets the eye -  this protest is exposing more than we think?

Exposing all the ‘rumors’ heard about people being armed?
@endSARS https://t.co/Z3NJ4u8W71",neutral
@endsars https://t.co/EhMTtNTF17,neutral
@SkyNews So because Nigeria is white country that's why you people keep quiet right. Is well. @ENDSARS @ENDSWATNOW @ENDPOLICEBURALITY 🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬😭😭😭😭😭😭😭😭😭✊✊✊😭 Blood full everywhere in the country,positive
"History will not forget any leader who stand by the endsars protest. We are lunching into a new Nigeria.
@guzeuk @endsars @abati1990 @dele_momodu @renoomokri https://t.co/ZLxoaY39Gd",positive
@ENDSARS,neutral
@SkyNews Do the needful @Endsars @endswatnow @ENDPOLICEBURALITY in Nigeria🇳🇬🇳🇬🇳🇬🇳🇬😭😭😭✊✊,neutral
"My God some are still protesting please stay safe y'all. God keep them safe. All hoodlums and thugs begin to kill yourself in Jesus name.
Let there be confusion in the camp of all evill perpertrators.
We still on it
@ENDSARS
@ENDBADGOVERNANCE
@ENDThuggery",positive
@kayzywizzzy @Mistakobz Mtn @EndSars,neutral
"@davido His heart is always breaking
Nonsense
@Endsars",neutral
Retweet Retweet if you saw this post until @unitednations @skynews @cnn @abcnews @abcwnn @bbcnews @bbc they do the needful.werey no dey disguise @Endsars @endswatnow @ENDPOLICEBURALITY🇳🇬😭✊ https://t.co/L4WRuY5ylf,neutral
"Look at shameless landlords. People that will come tomorrow and ask for your vote again. People that only think about their family and don't care I'd others are eating or not.what a country. Tomorrow again you will see them rejoicing over another election regging...
@Endsars... https://t.co/EM5tSu2YwI",neutral
@telma_cutee @UN @Fox @EndSARS @falzthebahdguy @DrAhmadLawan @GEJonathan @GeoffreyOnyeama @jack @feminist_co,neutral
@Endsars @endswatnow @ENDPOLICEBURALITY soko soke we move @CNN @SkyNews @AJEnglish @ABC https://t.co/W8VhPgyWZn,neutral
@drizzybreezzy @ENDSARS,neutral
@davido @SkyNews @AJEnglish @SkyNewsBreak @CNN @unitednations @Endsars @endswatnow @ENDPOLICEBURALITY🇳🇬🇳🇬🇳🇬🇳🇬✊✊✊😭😭😭😭😭,neutral
@falzthebahdguy Guy u de talk well abet @ENDSARS,neutral
"@chilopsboy @MBuha @EndSars Why now. The people have been shouting, crying with evidence against police brutality over these years but the government was deaf to it, now they want to discuss. I just hope something meaningful would come out of this protest.",positive
"Where is the O.P.C? abi Mr Gani Adams aka Èlèńú have collect bribe ni  oloriburuku  
 @EndSars 
@PulseNigeria247 
@instablog9ja 
@bellanaija",neutral
"@yemialadee This video will go far I 
@cnni 
@CNN 
@BBCWorld 
@FoxNews 
@AJEnglish 

this are the thugs sponsorers against @endsars peaceful protesters",positive
@adamugarba @jack Are you saying @jack instigated the @EndSars protest? What is your source of info?,neutral
How did this our current set of leaders turn out like this.@Endsars protesters please don't turn out like this as  we take the baton of leadership.,neutral
"@jidesanwoolu @victorosimhen_ Hoodlums are paid the by @NigeriaGov. 
We are not giving up. Time to take what you people stole from bus @EndSARS #EndSARSImmediately #EndBadGoveranceInNigeria",neutral
"#JournalistHangout , the decision of @jidesanwoolu at this moment is one of the best but it came at the wrong time. People left home and will be tired down in traffic. The same police will be out to hold people.
What should the masses do at this point @Endsars",positive
@aproko_doctor @thekizzitweet @EndSARS,neutral
"@aproko_doctor @thekizzitweet We need to attack back. We cannot keep being a soft target for the govt and now hoodlums. What are we really afraid of. Let's end this now!!!
@EndSARS",negative
"Mushin @lagos on fire 
 @Endsars @iiampsticks war incoming ✊🏾💔 https://t.co/DXwcVLYhol",neutral
"@NigeriaGov Officials supporting the thugs. What kind of government will incite the people against themselves? 
@ENDSARS. https://t.co/fQJsh3F8l0",positive
"Let work together ..to make a berra 
Nigeria ....
Let's 
@endsars
@endbadgoverment
@endbadleaders https://t.co/Dj0mr6rZYC",neutral
Police transporting hoodlums just to discredit the @EndSARs protest!!!! https://t.co/mttMS7ls6t,neutral
@davido Happy birthday to him @endsars @newnigeria,positive
"@EndSARS
@EndBadgoverment https://t.co/7D44iBadVI",neutral
@Endsars @EndBadgovernance #Endsars #Endbadgovernance #Endpolicebrutality https://t.co/R8PeWP0iQh,neutral
"Best service provider of the year @AirtelNGCares 
Best lawyer of the year @falzthebahdguy 
Best artiste of the year @davido 
Best eatery of the year @ChickenRepublic 
Best party of the year @OfficialYDP_NG 
Best twitter hash tag of the year @Endsars",positive
Ifako ijaiye ENDSARS peaceful protest before the hoodlums came to hijack.. the safety of the protesters is our primary objectives and we thank God it was a massive movement tho we aren’t done yet untill our voice is heard. FOWOBI station was burnt down during the attack. @EndSars https://t.co/FayUKNAuuQ,positive
"@neighbour_door @Desmondelliot__ @Tintedeyekay My people self they fear too much
We always get reason to fear:
We no wan die
We no wan wound
I get one child
Mama dey for house
Papa dey for house
I wan build house
I don build house
I want enjoy
I no wan go
Ah!
So policeman go slap your face
You no go talk
@EndSARS",negative
@iiampsticks Airtel @ENDSARS,neutral
@iRuntown @iRuntown     @Endsars,neutral
@YeleSowore We move @ENDSARS,neutral
@adamugarba Omo oga we die here ooo be looking for way to fly out from this country it won't work @Endsars first,positive
"We shall hear the rumours of war but it shall not come to our dwelling place
#believe
@nigerianprotesters
@endsars
@endpolicebrutality",neutral
@Zuwairat @hadjiambali @nnawuiheee @fisayosoyombo @EndSars https://t.co/e6mWmzPuWp,neutral
"@Zuwairat @hadjiambali @nnawuiheee @fisayosoyombo @EndSars Check please
https://t.co/wR1cJzuIwk",neutral
"They are angry that protesters are eating domino pizza because it is their children they reserve it. 
@EndSARS",negative
"@Zuwairat @hadjiambali @nnawuiheee @fisayosoyombo @EndSars They hired hooligans not #EndSARS have you seen the video of thug with Police as he was destroying a car?
Don't get it twisted.
How can Police use live ammunition to disperse protesters!... please come out and wear these shoes. See their families, feel the pain. May it not be you",negative
"under ur nose @MBuhari 
@endSars https://t.co/kreAQ4l86T",neutral
@Buhari @endsars @nigeria  #EndSARS https://t.co/rtBnyfn3s8,neutral
@martindbold @hadjiambali @nnawuiheee @fisayosoyombo @EndSars So now you want to stay on the streets forever and destroy everywhere? Did you ever get this level of response in the past? You guys started something so nice and completely destroyed it with hooliganism... You had over two weeks without hooligans,positive
I have never like Twitter in my life untill This @ENDSARS protest season,neutral
Those who are looting Nigeria in one picture... ANYWAY Shá @EndSars @EndPoliceBrutality @EndBadGovernmentInNigeria https://t.co/cyj6OYr1yB,neutral
@endsars @AishaYesufu mushin please repost please 😭😭😭😭😭😭 https://t.co/TvWhjGmIiU,neutral
@Fahard_ishaq @abdulahmed332 Idiot we u guys think this will secure are bah kucigaba kuna raina abunda kukeyi a social media ne yanzu haka anata fada a jos kuma dukka kallan wannan abun da akeyi a social media ne yajawo daga @endsars tin muna rainawa munaganin ba garinmu bane gashi yazo garuruwanmuu,negative
@omo_ustazz @oviepeters_og @clown @EndSars @Abobossman1 Fucc Ustaz mann!,neutral
@ayo__boy @oviepeters_og @clown @EndSars @Abobossman1 Fucc yo brr!,neutral
"@omo_ustazz @oviepeters_og @clown @EndSars @Abobossman1 Lmao, you gats watch this",positive
@ayo__boy @oviepeters_og @clown @EndSars @Abobossman1 Guy! No dey tag me for this kain post na 🤥,neutral
@oviepeters_og @clown @EndSars @Abobossman1 @omo_ustazz guyyy,neutral
Wel fine guys #EndBadGoverance @endlootung @endsars https://t.co/yTP1ZG668s,positive
"For over a week now, young people have poured into Nigeria's streets, first protesting police brutality (@EndSARS), and now with wider demands (@EndBadGovernance). This protest has no end in sight, w/ 55% of the population unemployed. https://t.co/8eJJEV9enL",positive
"@jidesanwoolu This is not a protest your curfew could intimidate. You were properly guided but now probably misdirected. The right to occupy the streets is absolutely ours. @ENDSARS
@ENDPOLICEBRUTALITY
@ENDBADGOVERNANCE",positive
"@hadjiambali @Zuwairat @nnawuiheee @fisayosoyombo @EndSars Those dead and hurt were living their lives when Police struck!
Check history since 2015 we have been protesting then when we stop, it became worse.
God forbid let it not be you or your loved ones who they hurt when living your life.
We must PUSH.
#EndSARS",positive
"@hadjiambali @Zuwairat @nnawuiheee @fisayosoyombo @EndSars #EndSARS
If we blocked road, is for all affected to down tools ensure govt acts not talk &amp; die matter.
Mine haven't been affected by Police evil but seeing others affected, I gotta down tools if they block d way and join.
E fit be u if u no stop and join to end evil",negative
@yayinyan_mama @bammysmith @feminist_co @AprokoDoctor @DrFunmilayo @rinu @PamPam @Auntyadaa @EndSars We are not ready at all 🤦🏾‍♂️,positive
@dralapomeji #ENDSARS #EndPoliceBrutalityinNigera @falzthebahdguy @ENDSARS Flood the street with green white green flag &amp; White flag &amp; continue the protest.  Government should surrender.,negative
"They are quick to asking people to stay at home unto curfew. Same police that they couldn't call to stop thugs from shooting at protester are now placed on the road to implement curfew. Indiara 😠

@EndSars",positive
"our powerful brothers in USA, UK and Europe @Oprah,@BarackObama @Beyonce @ChukaUmunna @kanye please support the Nigerian youths protesting peaceful for good governance from our leaders . @official2baba @endsars, @kanyewest, @HackneyAbbott",positive
"@MobilePunch The 9th assembly is a total failure, the Speaker should know that what we want is not just @endsars alone, but an end to all forms of bad governance. #EndSARS #EndBadGoveranceInNigeria",negative
"@MrMaccaronll @_project58 @ENDSARS
WE MOVE",neutral
Happening now live in and @ENDSARS https://t.co/1bNFNIDq5N,positive
"@martindbold @Zuwairat @nnawuiheee @fisayosoyombo @EndSars It's not about fear this time around, it's about using your sense and knowing when to apply the brakes.",neutral
@endsars @endswat @endpolicebrutality dm for full video Please repost https://t.co/lDH35oZPnF,positive
"@DrOlogi_ I have not gotten my OOOOOOO
@ENDSARS",neutral
@endsars I stand,neutral
"@Zuwairat @hadjiambali @nnawuiheee @fisayosoyombo My people self they fear too much
We always get reason to fear:
We no wan die
We no wan wound
I get one child
Mama dey for house
Papa dey for house
I wan build house
I don build house
I want enjoy
I no wan go
Ah!
So policeman go slap your face
You no go talk
@EndSARS",negative
@AnonGeneralwire I believe you bro @endsars,neutral
"Death for ojoo, @Endsars protest https://t.co/3qVl1HWhzT",neutral
"@LeadWallet @EndSARS
End this brutality 
We are with Nigeria.",neutral
@endsars,neutral
"@endsars, @nigeriagovt , @apc_lagos @bbcpigin  https://t.co/iOahmMWdYQ",neutral
"@elrufai  says he paid herdsmen to stop killing, but was invited by DSS...  @prophet Isa El-Buba who partakes in #JosEndSARS  prayer walk has been Invited..... @EndSARS We ain't backing down........ 
#EndSARS #NewNigeria https://t.co/KMSs4gMeSk",negative
Na today? @ENDSARS https://t.co/JXjjpMYohr,neutral
@LiaraRoux hmm looking like you about to @ENDSARS,neutral
@Endsars rogues on uniform https://t.co/O9qI3cOxdE,neutral
Please and please let watch this till end @ENDSARS https://t.co/sE2CClkd2j,neutral
MTN @endsars https://t.co/AnrSL8XEEQ,neutral
Since dey don't want to hear us.. take this. @endsars https://t.co/jZglhWipW0,neutral
Power is a freaking drug! Nigerian Government as a whole needs rehab! @EndSars #BeSafe #LoveandLight Just know that they are weak and shaking and you are stronger!... https://t.co/Eb5rIEis6s,negative
U wanna do giveaway @endsars https://t.co/NDwjvy3rmq,neutral
Shoot out @mushin @EndSars,neutral
